"Key","English, en-US","French, fr","Hindi (India), hi_IN","Romanian (Romania), ro_RO","Japanese, ja","Korean, ko","Russian (Russia), ru_RU","Spanish, es","Chinese, zh","Arabic, ar","Portuguese, pt","Italian (Italy), it_IT"
"AdminHoldRelease","[Admin] Hold release","[Admin] détenir une libération","[व्यवस्थापक] रिलीज होल्ड करें","[Admin] reține eliberarea","[管理者]リリースを保持します","[admin] hold 릴리스","[Администратор] удерживать релиз","[Admin] Hold Release","[管理员]保留释放","[admin] Hold Release","[Admin] release","[Admin] Hold Release"
"AdminTaskNotification","[Admin] Task User Notification","[Admin] Notification de l'utilisateur de la tâche","[व्यवस्थापक] कार्य उपयोगकर्ता अधिसूचना","[Admin] Notificare utilizator de sarcină","[管理者]タスクユーザー通知","[admin] 작업 사용자 알림","[Администрация] Уведомление пользователя задачи","[Administrador] Notificación del usuario de la tarea","[管理员]任务用户通知","[مسؤول] إشعار مستخدم المهام","[Admin] Notificação do usuário da tarefa","[Amministratore] Notifica dell'utente dell'attività"
"AdminNewWelcome","[Admin] New Staff Welcome","[Admin] Nouveau personnel bienvenue","[व्यवस्थापक] नए कर्मचारियों का स्वागत है","[Admin] nou personal binevenit","[管理者]新しいスタッフが歓迎されます","[관리자] 새로운 직원을 환영합니다","[Администратор] Приглашение нового персонала","[Administrador] Nuevo personal bienvenido","[管理员]新员工欢迎","[المسؤول] موظفون جدد مرحب بهم","[Admin] New Staff Welcome","[Amministratore] Nuovo personale Benvenuto"
"AdminContactNotification","[Admin] Contact Us Notification","[Admin] Contactez-nous Notification","[व्यवस्थापक] हमसे संपर्क करें अधिसूचना","[Admin] Contactați -ne notificarea","[管理者]お問い合わせ通知","[admin] 통지에 연락하십시오","[Администратор] Свяжитесь с нами уведомление","[Administrador] Contáctenos Notificación","[管理员]联系我们通知","[المسؤول] اتصل بنا","[Admin] Entre em contato conosco notificação","[Amministratore] contattaci notifica"
"PushWhatsappSubscriptionCancel","[Push/Whatsapp] Subscription cancel","[Push / whatsapp] abonnement annulé","[पुश/व्हाट्सएप] सदस्यता रद्द करें","[Push/WhatsApp] Abonare","[Push/WhatsApp]サブスクリプションキャンセル","[푸시/whatsapp] 구독 취소","[Push/whatsApp] отмена подписки","[Push/WhatsApp] Subscripción Cancelar","[PUSH/WhatsApp]订阅取消","[Push/WhatsApp] اشتراك إلغاء","[Push/whatsapp] cancelamento de assinatura","[Push/whatsapp] Abbonamento annulla"
"signup","Signup","S'inscrire","साइन अप करें","Înscriere","サインアップ","가입","Зарегистрироваться","Inscribirse","报名","اشتراك","Inscrever-se","Iscrizione"
"subscriptionCancel","Subscription cancel","Annuler d'abonnement","सदस्यता रद्द करें","Anulare abonament","サブスクリプションキャンセル","구독 취소","Отмена подписки","Cancelar suscripción","订阅取消","إلغاء الاشتراك","Cancelar assinatura","Abbonamento Annulla"
"subscriptionCanceled","Subscription canceled","Abonnement annulé","रद्द कर दिया गया सदस्यता","Abonamentul a fost anulat","サブスクリプションキャンセル","구독이 취소되었습니다","Подписка отменена","Suscripción cancelada","取消订阅","تم إلغاء الاشتراك","Assinatura cancelada","Abbonamento annullato"
"PushWhatsappSubscriptionCanceled","[Push/Whatsapp] Subscription canceled","[Push / whatsapp] abonnement annulé","[पुश/व्हाट्सएप] सदस्यता रद्द","[Push/WhatsApp] abonament anulat","[Push/WhatsApp]サブスクリプションキャンセル","[push/whatsapp] 구독이 취소되었습니다","[Push/whatsApp] отменена подписка","[Push/whatsapp] suscripción cancelada","[push/whatsapp]订阅已取消","[Push/WhatsApp] تم إلغاء الاشتراك","[Push/whatsapp] assinatura cancelada","[Push/whatsapp] abbonamento annullato"
"PushWhatsappSubscriptionDowngrade","[Push/Whatsapp] Subscription downgrade","[Push / WhatsApp] Détrra de abonnement","[पुश/व्हाट्सएप] सदस्यता डाउनग्रेड","[Push/WhatsApp] abonament Downgrade","[Push/WhatsApp]サブスクリプションダウングレード","[Push/WhatsApp] 구독 다운 그레이드","[Push/whatsApp] понижение подписки","[Push/whatsapp] rebaja de suscripción","[push/whatsapp]订阅降级","[Push/WhatsApp] خفض الاشتراك","[Push/whatsapp] downgrade de assinatura","[Push/WhatsApp] Downgrade in abbonamento"
"PushWhatsappSubscriptionExpired","[Push/Whatsapp] Subscription expired","[Push / whatsapp] abonnement expiré","[पुश/व्हाट्सएप] सदस्यता समाप्त हो गई","[Push/WhatsApp] Abonamentul a expirat","[Push/WhatsApp]サブスクリプションの期限切れ","[푸시/whatsapp] 구독이 만료되었습니다","[Push/whatsApp] Срок действия подписки истекло","[Push/whatsapp] Suscripción expirada","[push/whatsapp]订阅过期","[Push/WhatsApp] انتهت صلاحية الاشتراك","[Push/whatsapp] assinatura expirou","Abbonamento [push/whatsapp] scaduto"
